,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match
0,FTW LLC,"-LDL- SOFTWARE, INC.",601 763 820,1425,"5129 NE 4TH CT, RENTON, WA, 98059-4566, UNITED STATES",Active,False,False,False
1,FTW LLC,"18009 DRIFTWOOD, LLC",604 534 883,1323128,"16816 24TH STREET CT E, LAKE TAPPS, WA, 98391-9508, UNITED STATES",Active,False,False,False
2,FTW LLC,"1915 SOFTWARE, LLC",603 566 774,62799,"811 1ST AVE #480, SEATTLE, WA, 98104, UNITED STATES",Administratively Dissolved,False,False,False
3,FTW LLC,205 SOFTWARE LLC,604 536 699,1326449,"9602 NE 63RD ST, VANCOUVER, WA, 98662, UNITED STATES",Active,False,False,False
4,FTW LLC,"21ST CENTURY SOFTWARE TECHNOLOGIES, INC.",603 153 248,6769,"9623 173RD PL NE, REDMOND, WA, 98052, UNITED STATES",Terminated,False,False,False
5,FTW LLC,"21ST CENTURY SOFTWARE TECHNOLOGIES, INC.",604 237 647,1191274,"940 W VALLEY RD STE 1604, WAYNE, PA, 19087-1853, UNITED STATES",Active,False,False,False
6,FTW LLC,2600 DRIFTWOOD ROAD LLC,604 100 847,4522,"2600 DRIFTWOOD RD S, ST PETERSBURG, FL, 33705, UNITED STATES",Delinquent,False,False,False
7,FTW LLC,279 DRIFTWOOD SHORES ROAD LLC,602 706 355,6774,"279 DRIFTWOOD SHORES RD, CAMANO ISLAND, WA, 98282-8486, UNITED STATES",Active,False,False,False
8,FTW LLC,29FTW LLC,604 677 846,1406903,"1837 S ROCKWOOD BLVD, SPOKANE, WA, 99203, UNITED STATES",Active,False,False,False
9,FTW LLC,3 RIVERS POWER AND SOFTWASHING LLC,605 118 273,1644371,"105 BROKEN ARROW RD, LONGVIEW, WA, 98632-6104, UNITED STATES",Active,False,False,False
10,FTW LLC,315 DRIFTWOOD SHORES ROAD LLC,602 706 379,63328,,Administratively Dissolved,True,False,False
11,FTW LLC,"360 DEGREE SOFTWARE, LLC",603 187 506,63273,"2301 W YAKIMA AVE, YAKIMA, WA, 98902, UNITED STATES",Administratively Dissolved,False,False,False
12,FTW LLC,360 SOFTWASH LLC,605 017 390,1629438,"3401 TERRA LN UNIT B, MOUNT VERNON, WA, 98274-9141, UNITED STATES",Active,False,False,False
13,FTW LLC,360 SOFTWASH SERVICES LLC,605 033 729,1636274,"815 COLUMBIA ST, VANCOUVER, WA, 98660-3556, UNITED STATES",Active,False,False,False
14,FTW LLC,"3644 DRIFTWOOD, LLC",604 155 474,44007,"3644 DRIFTWOOD DR, CLINTON, WA, 98236, UNITED STATES",Active,False,False,False
15,FTW LLC,3C SOFTWARE U.S. INC.,602 190 642,91983,,Terminated,True,False,False
16,FTW LLC,3C SOFTWARE U.S. INC.,602 577 832,95870,"14205 SE 36TH ST STE 104, BELLEVUE, WA, 98006, UNITED STATES",Terminated,False,False,False
17,FTW LLC,40 DRIFTWOOD SHORES LLC,604 319 772,1224063,"112 E MAPLE ST STE 101, BELLINGHAM, WA, 98225-4399, UNITED STATES",Active,False,False,False
18,FTW LLC,4041 SWIFTWATER LLC,604 802 715,1486465,"19115 NE 64TH WAY, REDMOND, WA, 98052-0548, UNITED STATES",Active,False,False,False
19,FTW LLC,4611 SWIFTWATER LLC,604 836 782,1515112,"2020 A ST SE STE 101, AUBURN, WA, 98002-6807, UNITED STATES",Active,False,False,False
20,FTW LLC,"4S - SILVERSWORD SOFTWARE AND SERVICES, LLC",604 541 190,1512525,"5520 RESEARCH PARK DR STE 100, CATONSVILLE, MD, 21228-4851, UNITED STATES",Active,False,False,False
21,FTW LLC,"4TH CORNER SOFTWARE, INC.",603 113 632,9121,"415 N STATE ST APT 407, BELLINGHAM, WA, 98225-5380, UNITED STATES",Active,False,False,False
22,FTW LLC,"50TH STREET SOFTWARE, INC.",602 573 093,10514,"109 N. 50TH STREET, SEATTLE, WA, 98103, UNITED STATES",Voluntarily Dissolved,False,False,False
23,FTW LLC,"7 GRAPES SOFTWARE, LLC.",602 901 990,11017,"480 150TH PL NE, BELLEVUE, WA, 98007-5043, UNITED STATES",Active,False,False,False
24,FTW LLC,7ACTIONS SOFTWARE DEVELOPMENT LLC,603 336 430,10876,"13902 SW POHL RD, VASHON, WA, 98070-8712, UNITED STATES",Active,False,False,False
25,FTW LLC,"80-20 SOFTWARE, INC.",601 945 551,11447,,Terminated,True,False,False
26,FTW LLC,848 SOFTWARE LLC,603 199 671,414430,"12227 RIDGEPOINT CIR, SILVERDALE, WA, 98383, UNITED STATES",Administratively Dissolved,False,False,False
27,FTW LLC,99CC SOFTWARE LLC,603 432 601,440843,"511 7TH AVE UNIT #1, KIRKLAND, WA, 98033, UNITED STATES",Administratively Dissolved,False,False,False
28,FTW LLC,A&L SOFT WASH LLC,604 749 220,1452433,"118 SE 104TH AVE, VANCOUVER, WA, 98664-4672, UNITED STATES",Administratively Dissolved,False,False,False
29,FTW LLC,A&M SOFTWASH SERVICES LLC,604 868 892,1536281,"15907 ASH WAY UNIT A401, LYNNWOOD, WA, 98087-5163, UNITED STATES",Active,False,False,False
30,FTW LLC,A1 SOFTWARE SOLUTIONS LLC,603 377 608,465189,"4261 DEER LAKE RD, CLINTON, WA, 98236, UNITED STATES",Administratively Dissolved,True,False,False
31,FTW LLC,AARDVARK VISUAL SOFTWARE INC,603 455 991,17841,"300 E PINE ST, SEATTLE, WA, 98122, UNITED STATES",Administratively Dissolved,False,False,False
32,FTW LLC,"ABACAB SOFTWARE, INC.",602 265 351,15070,,Terminated,True,False,False
33,FTW LLC,ABB ENTERPRISE SOFTWARE INC.  ,601 814 002,753924,,,True,True,True
34,FTW LLC,"ABBYY USA SOFTWARE HOUSE, INC.",604 491 535,1316871,"890 HILLVIEW CT STE 300, MILPITAS, CA, 95035-4574, UNITED STATES",Active,False,False,False
35,FTW LLC,"ABN SOFTWARE, INC.",602 898 821,463527,"7929 SEWARD PARK AVE S, SEATTLE, WA, 98118-4250, UNITED STATES",Active,False,False,False
