,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match
0,JENSEN BLOCK APARTMENTS LLC,JENSEN BLOCK APARTMENTS LLC,603 250 176,291293,"1253 S JACKSON ST STE A, SEATTLE, WA, 98144-3075, UNITED STATES",Active,False,False,False
1,DOWNTOWN EMERGENCY SERVICE CENTER,DOWNTOWN EMERGENCY SERVICE CENTER,601 142 394,155236,"515 3RD AVE, SEATTLE, WA, 98104-2304, UNITED STATES",Active,False,False,False
2,HENDRIX 419 LLC,HENDRIX 419 LLC,604 186 921,221445,"720 SENECA ST STE B, SEATTLE, WA, 98101-3265, UNITED STATES",Active,False,False,False
3,2145 DEXTER AVE N LLC,2145 DEXTER AVE N LLC,602 589 022,61440,"18605 17TH AVE NW, SHORELINE, WA, 98177-3316, UNITED STATES",Administratively Dissolved,False,False,False
4,KUMA INVESTMENTS LLC,KUMA INVESTMENTS LLC,603 314 426,816872,"9424 VINEYARD CRST, BELLEVUE, WA, 98004-4026, UNITED STATES",Active,False,False,False
5,419 QUEEN ANNE AVENUE LLC,419 QUEEN ANNE AVENUE LLC,604 429 127,1277029,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Active,False,False,False
6,GALER CREST APARTMENTS LLC,GALER CREST APARTMENTS LLC,604 832 407,1505623,"801 2ND AVE STE 700, SEATTLE, WA, 98104-1573, UNITED STATES",Active,False,False,False
7,GI TC SEATTLE LLC,GI TC SEATTLE LLC,604 050 575,714637,"6720 N SCOTTSDALE RD, SUITE 350, SCOTTSDALE, AZ, 85253, UNITED STATES",Active,False,False,False
8,WASHINGTON BUILDERS LLC,WASHINGTON BUILDERS LLC,603 293 617,1054117,"505 5TH AVE S #900, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False
9,HP HOTEL LLC,HP HOTEL LLC,603 258 032,1121304,"14205 SE 36TH ST STE 143, BELLEVUE, WA, 98006-1596, UNITED STATES",Active,False,False,False
10,SEATTLE CANCER CARE ALLIANCE,SEATTLE CANCER CARE ALLIANCE,601 883 375,972187,,,False,True,True
11,1255 WESTLAKE LLC,1255 WESTLAKE LLC,604 511 560,1311866,"1300 DEXTER AVE N, SEATTLE, WA, 98109-3571, UNITED STATES",Active,False,False,False
12,MIRABELLA,MIRABELLA,602 460 428,835656,"116 FAIRVIEW AVE N, SEATTLE, WA, 98109-5360, UNITED STATES",Active,True,False,False
13,CCP QUEEN ANNE 0462 LLC,CCP QUEEN ANNE 0462 LLC,603 526 484,623927,"C/O SABRA HEALTH CARE REIT, INC., 18500 VON KARMAN AVENUE, SUITE 550, IRVINE, CA, 92612, UNITED STATES",Active,False,False,False
14,1515 DEXTER LLC,1515 DEXTER LLC,604 195 132,1166523,"1924 1ST AVE STE 300, C/O BURRARD PROPERTIES INC., SEATTLE, WA, 98101-4802, UNITED STATES",Active,False,False,False
15,1001 FAIRVIEW LLC,1001 FAIRVIEW LLC,603 252 142,1054,"1329 N NORTHLAKE WAY, SEATTLE, WA, 98103, UNITED STATES",Active,False,False,False
16,PONTE GADEA SEATTLE LLC,PONTE GADEA SEATTLE LLC,604 421 905,1268837,"270 BISCAYNE BOULEVARD WAY STE 201, MIAMI, FL, 33131-2123, UNITED STATES",Active,False,False,False
17,CR DEXTER STATION LLC,CR DEXTER STATION LLC,604 110 769,644778,"1500 BROADWAY STE 1902, NEW YORK, NY, 10036-4052, UNITED STATES",Active,False,False,False
18,STACK HOUSE HOLDCO LLC,STACK HOUSE HOLDCO LLC,604 372 653,1249225,"383 MADISON AVENUE, NEW YORK, NY, 10017, UNITED STATES",Active,False,False,False
19,1725 WESTLAKE INVESTMENTS LLC,1725 WESTLAKE INVESTMENTS LLC,604 140 367,44370,"1725 WESTLAKE AVE N, STE 200, SEATTLE, WA, 98109-3070, UNITED STATES",Active,False,False,False
20,WESTLAKE PROPERTY HOLDINGS LLC,WESTLAKE PROPERTY HOLDINGS LLC,602 000 298,1087796,"227 WESTLAKE AVE N, SEATTLE, WA, 98109, UNITED STATES",Active,False,False,False
21,ACORN DEVELOPMENT LLC,ACORN DEVELOPMENT LLC,603 183 512,1093666,"410 TERRY AVENUE  NORTH, SEATTLE, WA, 98103, UNITED STATES",Active,False,False,False
22,THE SALVATION ARMY,THE SALVATION ARMY,048 002 487,473062,"30840 HAWTHORNE BLVD, RCH PALOS VRD, CA, 90275-5301, UNITED STATES",Active,True,False,False
23,MAGOON ENTERPRISES LLC,MAGOON ENTERPRISES LLC,602 350 538,315218,"130 NICKERSON ST STE 207, SEATTLE, WA, 98109-1658, UNITED STATES",Active,False,False,False
24,BLUME YALE LIMITED PARTNERSHIP,BLUME YALE LIMITED PARTNERSHIP,601 737 578,583503,"617 EASTLAKE AVE E STE 340, SEATTLE, WA, 98109-5682, UNITED STATES",Active,False,False,False
25,PEMCO MUTUAL INSURANCE COMPANY,PEMCO MUTUAL INSURANCE COMPANY,600 119 113,900059,,Active,False,False,False
26,BLUME ROY BUILDING LLC,BLUME ROY BUILDING LLC,602 613 711,88812,"617 EASTLAKE AVE E STE 340, SEATTLE, WA, 98109-5682, UNITED STATES",Active,False,False,False
27,GI TC LAKE UNION LLC,GI TC LAKE UNION LLC,604 690 011,1412432,"6720 N SCOTTSDALE RD, SUITE 350, SCOTTSDALE, AZ, 85253-4456, UNITED STATES",Active,False,False,False
28,GATES ARCHIVE LLC,GATES ARCHIVE LLC,603 105 050,130764,"400 E MERCER ST, SEATTLE, WA, 98102, UNITED STATES",Active,False,False,False
29,TILDEN INVESTMENTS LLC,TILDEN INVESTMENTS LLC,601 994 973,992120,"7324 51ST AVE NE, SEATTLE, WA, 98115-6134, UNITED STATES",Active,True,False,False
30,WH CY SEATTLE HOTEL LLC,WH CY SEATTLE HOTEL LLC,603 621 341,1162254,"600 UNIVERSITY ST STE 2820, SEATTLE, WA, 98101-1184, UNITED STATES",Active,False,False,False
31,SEQUIM LODGING CORPORATION,SEQUIM LODGING CORPORATION,601 532 196,425191,"226 7TH AVE N, SEATTLE, WA, 98109-5007, UNITED STATES",Active,False,False,False
32,RAINIER HOSPITALITY LLC,RAINIER HOSPITALITY LLC,601 983 093,925253,"3926 AURORA AVE N, SEATTLE, WA, 98103-7802, UNITED STATES",Active,False,False,False
33,5901 FOURTH LLC,5901 FOURTH LLC,602 675 692,8233,"3404 4TH AVE S, SEATTLE, WA, 98134-1905, UNITED STATES",Active,False,False,False
34,LAN FAMILY LLC,LAN FAMILY LLC,603 018 149,801038,"1703 MADRONA DR, SEATTLE, WA, 98122-3549, UNITED STATES",Active,False,False,False
35,FISHER FAMILY HOLDINGS LLC,FISHER FAMILY HOLDINGS LLC,602 164 115,178168,"2605 92ND AVE NE, BELLEVUE, WA, 98004, UNITED STATES",Active,False,False,False
36,HIRAO OTANI ENTERPRISES LLC,HIRAO OTANI ENTERPRISES LLC,602 808 364,224278,"525 S FRONT ST, SEATTLE, WA, 98108, UNITED STATES",Active,False,False,False
37,SCHARHON FAMILY LLC,SCHARHON FAMILY LLC,603 577 262,924097,"9229 10TH AVE S, SEATTLE, WA, 98108, UNITED STATES",Active,False,False,False
38,SOUTHPARK LAND LLC,SOUTHPARK LAND LLC,603 534 552,944119,"5050 1ST AVE S #102, SEATTLE, WA, 98134, UNITED STATES",Active,False,False,False
39,TERRENO LUCILE LLC,TERRENO LUCILE LLC,604 081 233,1026296,"101 MONTGOMERY STREET, SUITE 200, SAN FRANCISCO, CA, 94104, UNITED STATES",Active,False,False,False
40,SOUTH ALASKA STREET REAL ESTATE INVESTMENTS LLC,SOUTH ALASKA STREET REAL ESTATE INVESTMENTS LLC,604 976 250,1601984,"208 JAMES ST, SEATTLE, WA, 98104-2220, UNITED STATES",Active,False,False,False
41,PROLOGIS-EXCHANGE 4201 6TH AVENUE SOUTH LLC,PROLOGIS-EXCHANGE 4201 6TH AVENUE SOUTH LLC,603 488 738,890731,"1800 WAZEE ST STE 500, DENVER, CO, 80202-2526, UNITED STATES",Active,False,False,False
42,BDR SONATA EAST LLC,BDR SONATA EAST LLC,603 536 910,552308,"989 112TH AVE NE STE 207, BELLEVUE, WA, 98004-8579, UNITED STATES",Delinquent,False,False,False
43,RAINIER VISTA BLOCK 43 OWNER LP,RAINIER VISTA BLOCK 43 OWNER LP,603 038 624,935993,"1600 BROADWAY STE 2000, DENVER, CO, 80202-4929, UNITED STATES",Active,False,False,False
44,IV1 7700 2ND AVE S LLC,IV1 7700 2ND AVE S LLC,604 845 777,1520941,"250 VESEY ST FL 15, NEW YORK, NY, 10281-1065, UNITED STATES",Active,False,False,False
45,SPEAR INVESTMENTS LLC,SPEAR INVESTMENTS LLC,602 129 424,985589,"7312 50TH AVE NE, SEATTLE, WA, 98115-6130, UNITED STATES",Active,False,False,False
46,DEKERIVER LLC,DEKERIVER LLC,602 527 409,124729,,,False,True,True
47,FM 660 SOUTH OTHELLO LLC,FM 660 SOUTH OTHELLO LLC,604 752 378,1457271,"1191 2ND AVE STE 2000, SEATTLE, WA, 98101-3404, UNITED STATES",Active,False,False,False
48,SDC ANNEX LLC,SDC ANNEX LLC,604 345 650,1241474,"9595 WILSHIRE BLVD, SUITE 711, BEVERLY HILLS, CA, 90212-2512, UNITED STATES",Active,False,False,False
49,SPIRE GEORGETOWN CENTER LP,SPIRE GEORGETOWN CENTER LP,603 524 356,999852,"12866 INTERURBAN AVE S, TUKWILA, WA, 98168-3318, UNITED STATES",Active,False,False,False
50,7747 AVIATION LLC,7747 AVIATION LLC,604 181 315,8970,"4742 42ND AVE SW #156, SEATTLE, WA, 98116, UNITED STATES",Active,False,False,False
51,TWO CHAIRS LLC,TWO CHAIRS LLC,604 106 317,1079552,"1910 FAIRVIEW AVE E STE 500, SEATTLE, WA, 98102-3698, UNITED STATES",Active,False,False,False
52,TERRENO DENVER AVE LLC,TERRENO DENVER AVE LLC,603 609 103,475213,"101 MONTGOMERY STREET, SUITE 200, SAN FRANCISCO, CA, 94104, UNITED STATES",Active,False,False,False
53,SEA-MAR COMMUNITY HEALTH CENTER,SEA-MAR COMMUNITY HEALTH CENTER,600 537 278,960460,,,False,True,True
54,SHILSHOLE CFA LLC,SHILSHOLE CFA LLC,604 658 671,1388823,"1400 HUBBELL PL APT 1510, SEATTLE, WA, 98101-1910, UNITED STATES",Active,False,False,False
55,ALISUE LLC,ALISUE LLC,604 624 908,1364287,"185 NW SPANISH RIVER BLVD STE 100, BOCA RATON, FL, 33431-4230, UNITED STATES",Active,False,False,False
