,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match
0,DEXTER MULTIFAMILY LLC,"DEXTER MULTIFAMILY, LLC",603 510 206,649821,"1415 DEXTER AVE N, SEATTLE, WA, 98109-3534, UNITED STATES",Active,False,False,False
1,JERICO DENTAL INVESTMENTS LTD,"JERICO DENTAL INVESTMENTS, LTD.",601 112 650,260255,"2633 EASTLAKE AVE E STE 307, SEATTLE, WA, 98102-3231, UNITED STATES",Active,False,False,False
2,BUNGALOWS AT QUEEN ANNE LLC,"THE BUNGALOWS AT QUEEN ANNE, LLC",602 673 148,1063554,"1938 43RD AVE E, SEATTLE, WA, 98112-3235, UNITED STATES",Active,False,False,False
3,EDGECLIFF PARTNERS L L C,EDGECLIFF PARTNERS LLC,603 339 849,677863,"929 QUEEN ANNE AVE N, SEATTLE, WA, 98109-5616, UNITED STATES",Active,False,False,False
4,MONTANITA ASSOCIATES L L C,"MONTANITA ASSOCIATES, L.L.C.",601 642 842,846695,"200 1ST AVE W STE 520, SEATTLE, WA, 98119-4219, UNITED STATES",Active,False,False,False
5,900 QUEEN ANNE LLC,"900 QUEEN ANNE, L.L.C.",602 134 026,11430,"2825 EASTLAKE AVE E, SUITE 250, SEATTLE, WA, 98102-3013, UNITED STATES",Active,False,False,False
6,BLUEPRINT VAL ANNE LLC,"BLUEPRINT VAL ANNE, LLC",604 087 985,1100466,"4147 CALIFORNIA AVE SW, SEATTLE, WA, 98116, UNITED STATES",Active,False,False,False
7,CITY PLACE IV L L C,CITY PLACE IV LLC,602 012 566,132422,,Administratively Dissolved,False,False,False
8,CASA MILANO LLC,"CASA MILANO, LLC",602 538 256,605517,"415 1ST AVE N STE 200, SEATTLE, WA, 98109-4765, UNITED STATES",Active,False,False,False
9,MGRE 105 MERCER LLC,"MGRE 105 MERCER, LLC",604 543 183,1324278,"105 MERCER ST, SEATTLE, WA, 98109, UNITED STATES",Active,False,False,False
10,GREENWICH APTS LLC,GREENWICH APTS. L.L.C.,602 556 508,217189,"5830 NE ARROWHEAD DR, BOTHELL, WA, 98028, UNITED STATES",Active,False,False,False
11,PARK CSH LLC,"THE PARK CSH, LLC",604 057 661,1004772,"1200 WESTLAKE AVE  N STE 504, SEATTLE, WA, 98109, UNITED STATES",Administratively Dissolved,False,False,False
12,CSH QUEEN ANNE LLC,"CSH QUEEN ANNE LESSEE, LLC",603 575 874,635958,"1275 PENNSYLVANIA AVE. NW, SECOND FLOOR, WASHINGTON, DC, 20004, UNITED STATES",Active,False,False,False
13,CSH QUEEN ANNE LLC,"CSH QUEEN ANNE LESSEE, LLC",603 568 612,128223,"100 CROCKETT ST, SEATTLE, WA, 98109, UNITED STATES",Administratively Dissolved,True,False,False
14,CSH QUEEN ANNE LLC,"CSH QUEEN ANNE, LLC",603 566 205,128224,"100 CROCKETT ST, SEATTLE, WA, 98109, UNITED STATES",Administratively Dissolved,True,False,False
15,CSH QUEEN ANNE LLC,"CSH QUEEN ANNE, LLC",603 575 878,150485,"1275 PENNSYLVANIA AVE. NW, FLOOR 2, WASHINGTON, DC, 20004, UNITED STATES",Active,False,False,False
16,1145 REPUBLICAN ST WA OWNER LLC,1145 REPUBLICAN ST (WA) OWNER LLC,604 786 509,1475477,"233 S WACKER DR STE 4700, CHICAGO, IL, 60606-6332, UNITED STATES",Active,False,False,False
17,PONTE GADEA KIARA LLC,"PONTE GADEA KIARA, LLC",604 995 584,1618857,"200 S BISCAYNE BLVD STE 3250, MIAMI, FL, 33131-2310, UNITED STATES",Active,False,False,False
18,SI XIX LLC,"HEITMAN CREDIT ACQUISITION XIX, LLC",604 538 604,1322849,"191 N WACKER DR STE 2500, CHICAGO, IL, 60606-1885, UNITED STATES",Active,False,False,False
19,SI XIX LLC,"SI XIX, LLC",602 784 041,970190,"599 CASTRO ST STE 400, MOUNTAIN VIEW, CA, 94041-3009, UNITED STATES",Active,False,False,False
20,4 & 9 TWENTY-FIVE LLC,"4 & 9 TWENTY-FIVE, LLC",604 433 262,1275346,"425 WESTLAKE AVE N, SEATTLE, WA, 98109-5221, UNITED STATES",Active,False,False,False
21,CITY INVESTORS XXII LLC,CITY INVESTORS XXII L.L.C.,602 012 568,1104919,"505 5TH AVE S STE 900, SEATTLE, WA, 98104-3821, UNITED STATES",Active,False,False,False
22,CITY INVESTORS XXII LLC,CITY INVESTORS XXIII L.L.C.,602 520 072,99191,"505 5TH AVE S STE 900, SEATTLE, WA, 98104, UNITED STATES",Administratively Dissolved,False,False,False
23,DOUBLEUP LLC,"DOUBLE U PROPERTY MANAGEMENT GROUP, LLC",605 066 686,1637976,"2005 S FRUITLAND, PUYALLUP, WA, 98371-7347, UNITED STATES",Active,False,False,False
24,DOUBLEUP LLC,DOUBLE UP BARBER STUDIO LLC,604 736 413,1441429,"1617 E ALDER ST STE A, WALLA WALLA, WA, 99362-2655, UNITED STATES",Active,False,False,False
25,DOUBLEUP LLC,DOUBLE UP LLC,604 013 236,149186,"22626 NE INGLEWOOD HILL RD #932, SAMMAMISH, WA, 98074, UNITED STATES",Administratively Dissolved,False,False,False
26,DOUBLEUP LLC,DOUBLE UP LLC,604 375 766,1255935,"3019 DUPORTAIL STREET, #140, WEST RICHLAND, WA, 99352, UNITED STATES",Active,False,False,False
27,DOUBLEUP LLC,"DOUBLE UP RANCH, INC.",602 346 626,149187,"706 S DIVISION ST, RITZVILLE, WA, 99169-2233, UNITED STATES",Active,False,False,False
28,DOUBLEUP LLC,"DOUBLE UP RISING INVESTORS, LLC",604 694 776,1420981,"100 ANDOVER PARK W STE 150-299, TUKWILA, WA, 98188-2802, UNITED STATES",Active,False,False,False
29,DOUBLEUP LLC,DOUBLE UP TRANSPORTATION LLC,604 507 213,1305844,"2620 SW 332ND PL, FEDERAL WAY, WA, 98023-2746, UNITED STATES",Administratively Dissolved,False,False,False
30,DOUBLEUP LLC,DOUBLEUPDIAMONDS LLC,604 805 579,1493767,"1511 DEXTER AVE N APT 510, SEATTLE, WA, 98109-3296, UNITED STATES",Administratively Dissolved,False,False,False
31,DOUBLEUP LLC,KDOUBLEUP LLC,603 127 904,805999,"3406 NW 126TH ST, VANCOUVER, WA, 98685-2249, UNITED STATES",Active,False,False,False
32,PPF AMLI 1260 REPUBLICAN STREET LLC,"PPF AMLI 1260 REPUBLICAN STREET, LLC",603 189 165,942721,"1260 REPUBLICAN ST, SEATTLE, WA, 98109-5529, UNITED STATES",Active,False,False,False
33,NBINV AP2 LLC,"NBINV AP2, LLC",604 147 541,863493,"3100 SANDERS RD, NORTHBROOK, IL, 60062-7155, UNITED STATES",Active,False,False,False
34,BMR WESTLAKE LLC,BMR-WESTLAKE LLC,603 456 849,71648,"4570 EXECUTIVE DR STE 400, SAN DIEGO, CA, 92121-3074, UNITED STATES",Active,True,False,False
35,BMR WESTLAKE LLC,BRE-BMR 1101 WESTLAKE LLC,604 900 062,1552532,"4570 EXECUTIVE DR STE 400, SAN DIEGO, CA, 92121-3074, UNITED STATES",Active,True,False,False
36,US WEST COMMUNICATIONS INC,"SOUTHWEST COMMUNICATIONS, INC.",602 336 483,1010910,,Terminated,True,False,False
37,US WEST COMMUNICATIONS INC,"SOUTHWEST COMMUNICATIONS, INC.",603 022 197,994484,"4813 LK WASHINGTON BLVD NE, KIRKLAND, WA, 98033, UNITED STATES",Active,False,False,False
38,US WEST COMMUNICATIONS INC,SOUTHWEST SNOHOMISH COUNTY PUBLIC SAFETY COMMUNICATIONS SYSTEM,603 360 453,963865,"6204 215TH ST SW, MOUNTLAKE TERRACE, WA, 98043, UNITED STATES",Administratively Dissolved,False,False,False
39,US WEST COMMUNICATIONS INC,"SOUTHWESTERN BELL TELECOMMUNICATIONS, INC.",601 296 032,438684,,Terminated,True,False,False
40,US WEST COMMUNICATIONS INC,"SOUTHWESTERN COMMUNICATIONS, INC.",602 363 966,996775,"2042 N KELTY RD, FRANKTOWN, CO, 80116, UNITED STATES",Terminated,False,False,False
41,US WEST COMMUNICATIONS INC,"SUN WEST COMMUNICATIONS, INC.",602 507 289,997465,,Voluntarily Dissolved,True,False,False
42,US WEST COMMUNICATIONS INC,"TRUE NORTHWEST COMMUNICATIONS, LLC",603 101 057,1020510,"211 7TH AVE S, EDMONDS, WA, 98020-3428, UNITED STATES",Voluntarily Dissolved,False,False,False
43,ALPHA Z SEATTLE OFFICE 1 LLC,"ALPHA Z SEATTLE OFFICE 1, LLC",604 674 998,1411313,"FOUR WORLD TRADE CENTER / 150 GREENWICH STREET, NEW YORK, NY, 10007, UNITED STATES",Active,False,False,False
44,CHINA SUN INC,"CHINA CAT SUNFLOWER, L.L.C.",602 181 285,102673,,Administratively Dissolved,False,False,False
45,CHINA SUN INC,CHINA SUN BUFFET INC,604 521 466,1319512,"4331 BETHEL RD SE, PORT ORCHARD, WA, 98366-1256, UNITED STATES",Voluntarily Dissolved,True,False,False
46,CHINA SUN INC,CHINA SUN BUFFET INC,604 923 920,1563200,"4331 BETHEL RD SE, PORT ORCHARD, WA, 98366-1256, UNITED STATES",Active,True,False,False
47,CHINA SUN INC,CHINA SUN FOOT MASSAGE LLC,603 165 798,610421,"7903 W GRAND RIDGE BLVD STE#L, KENNEWICK, WA, 98336, UNITED STATES",Administratively Dissolved,False,False,False
48,CHINA SUN INC,CHINA SUN INC. DBA CANAAN BUFFET,603 221 521,610067,"12815 S FAIRWAY RIDGE LN, SPOKANE, WA, 99224-8416, UNITED STATES",Active,False,False,False
49,CHINA SUN INC,"CHINA SUN, INC.",601 551 817,1104514,"5809 153RD PL SW, EDMONDS, WA, 98026-4242, UNITED STATES",Active,False,False,False
50,CHINA SUN INC,NEW CHINA SUN BUFFET INC,603 593 176,364919,"4331 BETHEL RD SE, PORT ORCHARD, WA, 98366, UNITED STATES",Voluntarily Dissolved,False,False,False
51,CHINA SUN INC,NEW CHINA SUN INC,602 901 064,865280,"6205 GRANDRIDGE DR, PORT ORCHARD, WA, 98367, UNITED STATES",Voluntarily Dissolved,False,False,False
52,CITY INVESTORS XII L L C,CITY INVESTORS XII L.L.C.,601 952 992,622675,"505 5TH AVE S STE 900, SEATTLE, WA, 98104-3821, UNITED STATES",Active,True,False,False
53,CITY INVESTORS XII L L C,CITY INVESTORS XIII L.L.C.,601 956 101,132283,,Administratively Dissolved,False,False,False
54,CITY INVESTORS XII L L C,CITY INVESTORS XXII L.L.C.,602 012 568,1104919,"505 5TH AVE S STE 900, SEATTLE, WA, 98104-3821, UNITED STATES",Active,True,False,False
55,CITY INVESTORS XII L L C,CITY INVESTORS XXIII L.L.C.,602 520 072,99191,"505 5TH AVE S STE 900, SEATTLE, WA, 98104, UNITED STATES",Administratively Dissolved,False,False,False
56,KR 401 TERRY L L C,"KR 401 TERRY, LLC",603 381 486,267391,"12200 W OLYMPIC BLVD #200, LOS ANGELES, CA, 90064, UNITED STATES",Active,False,False,False
57,RECREATIONAL EQUIPMENT INC,"RECREATIONAL EQUIPMENT STORAGE, LLC",604 771 921,1466283,"1555 DOWN RIVER DR, WOODLAND, WA, 98674-9513, UNITED STATES",Active,False,False,False
