,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match
0,1515 LEARY WAY ASSOCIATES LLC,1515 LEARY WAY ASSOCIATES LLC,603 182 355,61178,"5807 KENWOOD PL N, SEATTLE, WA, 98103, UNITED STATES",Active,False,False,False
1,4722 BALLARD AVENUE NW LLC,4722 BALLARD AVENUE NW LLC,604 836 784,1515115,"4722 BALLARD AVE NW, SEATTLE, WA, 98107, UNITED STATES",Active,False,False,False
2,VIVE APARTMENTS LLC,VIVE APARTMENTS LLC,604 064 388,509047,"9757 NE JUANITA DR STE 300, KIRKLAND, WA, 98034, UNITED STATES",Active,False,False,False
3,SOREN APARTMENTS LLC,SOREN APARTMENTS LLC,603 565 900,447364,"5711 24TH AVE NW, SEATTLE, WA, 98107-3456, UNITED STATES",Active,False,False,False
4,GALLAGHER 1521 LLC,GALLAGHER 1521 LLC,604 069 430,707504,"9515 31ST AVE NW, SEATTLE, WA, 98117-2616, UNITED STATES",Active,False,False,False
5,BALLARD APARTMENTS LLC,BALLARD APARTMENTS LLC,602 675 166,564138,"400 HOWARD ST, SAN FRANCISCO, CA, 94105-9876, UNITED STATES",Active,False,False,False
6,BALLARD 80 F1 LLC,BALLARD 80 F1 LLC,604 920 905,1562613,"2825 EASTLAKE AVE E STE 220, SEATTLE, WA, 98102-3085, UNITED STATES",Active,True,False,False
7,BWC III LLC,BWC III LLC,604 371 986,1248158,"16445 INTERNATIONAL BLVD, SEATAC, WA, 98188-3153, UNITED STATES",Active,False,False,False
8,WIN FOREVER LLC,WIN FOREVER LLC,603 254 845,518516,"1200 WESTLAKE AVE N STE 310, SEATTLE, WA, 98109-3528, UNITED STATES",Active,False,False,False
9,WC SEATTLE V SPE LLC,WC SEATTLE V SPE LLC,604 307 267,1220378,"2225 CAMPUS DR, EL SEGUNDO, CA, 90245-0001, UNITED STATES",Active,True,False,False
10,EASTGATE CORPORATE CENTER LLC,EASTGATE CORPORATE CENTER LLC,601 839 476,154433,"4000 ISLAND BOULEVARD, APARTMENT 2306, AVENTURA, FL, 33160, UNITED STATES",Active,False,False,False
11,DEAL ACQUISITIONS LLC,DEAL ACQUISITIONS LLC,604 822 883,1503623,"10510 NORTHUP WAY STE 120, KIRKLAND, WA, 98033-7901, UNITED STATES",Active,False,False,False
12,QUEST MINISTRIES,QUEST MINISTRIES,602 061 696,250699,"1401 NW LEARY WAY, SEATTLE, WA, 98107-5136, UNITED STATES",Active,False,False,False
