,OSEBuildingID,BuildingName,Total_sqft,sq_ft_classification,LargestPropertyUseType OSE,SecondLargestPropertyUseType OSE,ThirdLargestPropertyUseType OSE,year,expected_baseline,expected_baseline_ghgi,city_ghgi_target,compliant_ghgi,compliant_emissions,compliance_status,compliance_fees
115,212,AKI KUROSE MIDDLE (SPS-DISTRICT),173185,B,K-12 School,,,2040.0,299283.1826,1.728112611369345,0.09970703125,0.09970703125,17267.76220703125,No,432962.5
116,214,BOREN STEM K-8 (SPS-DISTRICT),129213,B,K-12 School,,,2040.0,206113.1814,1.595142759629449,0.09970703125,0.09970703125,12883.444628906249,No,323032.5
117,215,RAINIER BOTTLING PLANT,114297,B,Non-Refrigerated Warehouse,,,2040.0,120231.86649999999,1.0519249542857643,0.06730224609375,0.06730224609375,7692.444821777344,No,285742.5
118,216,RAINIER BEACH HIGH SCHOOL (SPS-DISTRICT),183357,B,K-12 School,,,2040.0,232761.0678,1.2694419509481503,0.09970703125,0.09970703125,18281.98212890625,No,458392.5
119,217,WHITMAN MIDDLE (SPS-DISTRICT),173750,B,K-12 School,,,2040.0,231188.0939,1.3305789576978417,0.09970703125,0.09970703125,17324.0966796875,No,434375.0
120,220,SODO ROW,234144,A,Non-Refrigerated Warehouse,,,2040.0,169660.4185,0.72459861666325,0.06730224609375,0.06730224609375,15758.417109375001,No,585360.0
121,223,WESTWOOD VILLAGE - BLDG A,65425,C,Retail Store,,,2040.0,26916.0192,0.41140266259075275,0.0947216796875,0.0947216796875,6197.1658935546875,No,163562.5
122,224,WESTWOOD VILLAGE - BLDG B,67782,C,Retail Store,,,2040.0,366634.1681,5.4090196232038,0.0947216796875,0.0947216796875,6420.424892578125,No,169455.0
123,225,DENNY/ SEALTH CAMPUS (SPS-DISTRICT),367884,A,K-12 School,,,2040.0,267364.9473,0.7267642716182274,0.09970703125,0.09970703125,36680.621484375,No,919710.0
124,334,WEST 8TH,582725,A,Office,,,2040.0,19743.4755,0.03388129134669012,0.0648095703125,0.03388129134669012,19743.4755,Yes,1456812.5
125,227,WASHINGTON MIDDLE (SPS-DISTRICT),137084,B,K-12 School,,,2040.0,178329.133,1.300874886930641,0.09970703125,0.09970703125,13668.238671874999,No,342710.0
126,229,KING (BRIGHTON) ELEMENTARY SCHOOL (SPS-DISTRICT),67371,C,K-12 School,,,2040.0,46647.4442,0.6923964940404624,0.09970703125,0.09970703125,6717.36240234375,No,168427.5
127,230,U-HAUL RENTALS & MINI-STORAGE,52088,C,Self-Storage Facility,,,2040.0,52908.1744,1.0157459376439872,0.0249267578125,0.0249267578125,1298.3849609375,No,130220.0
128,231,HAMILTON MIDDLE (SPS-DISTRICT),128025,B,K-12 School,,,2040.0,48754.5499,0.3808205420816247,0.09970703125,0.09970703125,12764.99267578125,No,320062.5
129,232,SILVER CLOUD INN LAKE UNION,123920,B,Hotel,,Recreation,2040.0,204026.0753,1.646433790348612,0.22683349609375,0.22683349609375,28109.2068359375,No,309800.0
130,235,COURTYARD BY MARRIOTT - SEATTLE,141591,B,Hotel,,,2040.0,258151.62,1.8232205436786235,0.22683349609375,0.22683349609375,32117.581545410158,No,353977.5
131,237,WHITTIER ELEMENTARY (SPS-DISTRICT),67235,C,K-12 School,,,2040.0,51165.1859,0.7609903458020376,0.09970703125,0.09970703125,6703.80224609375,No,168087.5
132,238,CITY OF SEATTLE - NSC,90849,B,Office,Non-Refrigerated Warehouse,,2040.0,148474.36059999999,1.6342982377351427,0.06570693359375,0.06570693359375,5969.409210058594,No,227122.5
133,239,GATEWOOD ELEMENTARY SCHOOL (SPS-DISTRICT),59014,C,K-12 School,,,2040.0,17892.9698,0.3031987291151252,0.09970703125,0.09970703125,5884.110742187499,No,147535.0
134,241,HOTEL NEXUS - NORTHGATE,64893,C,Hotel,,,2040.0,210105.8158,3.237726962846532,0.22683349609375,0.22683349609375,14719.90606201172,No,162232.5
135,242,OLYMPIC VIEW (SPS-DISTRICT),55480,C,K-12 School,,,2040.0,1190.088,0.021450757029560202,0.09970703125,0.021450757029560202,1190.088,Yes,138700.0
136,243,VAN ASSELT (OLD) SCHOOL (SPS-DISTRICT),70762,C,K-12 School,,,2040.0,174262.778,2.4626604392187894,0.09970703125,0.09970703125,7055.468945312499,No,176905.0
137,245,CENTURYLINK FIELD-STADIUM,1585960,A,Entertainment/Public Assembly,,,2040.0,597043.3219999999,0.37645547302580135,0.129619140625,0.129619140625,205570.77226562498,No,3964900.0
138,247,CITY LIGHT - SOUTH SERVICE CENTER BLDG A,180725,B,Other,Office,Services,2040.0,57211.1235,0.31656452344722646,0.177129541015625,0.177129541015625,32011.73630004883,No,451812.5
139,248,CITY LIGHT - SOUTH SERVICE CENTER BLDG B,58640,C,Other,,,2040.0,2594.8251,0.04425008697135061,0.21935546875,0.04425008697135061,2594.8251,Yes,146600.0
140,335,DENNY BUILDING,190437,B,Office,,,2040.0,106884.1874,0.5612574625729243,0.0648095703125,0.0648095703125,12342.140141601561,No,476092.5
141,249,T-MOBILE PARK (SAFECO FIELD),1172127,A,Entertainment/Public Assembly,,,2040.0,1127501.664,0.9619279003043186,0.129619140625,0.129619140625,151930.09444335935,No,2930317.5
142,250,SILVER CLOUD INN SEATTLE,153882,B,Hotel,,,2040.0,884036.1153000001,5.744896188638048,0.22683349609375,0.22683349609375,34905.59204589844,No,384705.0
143,338,SEATTLE CHILDREN'S HOSPITAL  (JACK R MCDONALD BUILDING),250000,A,Other,,,2040.0,1905077.5214,7.6203100856,0.21935546875,0.21935546875,54838.8671875,No,625000.0
144,253,PORT OF SEATTLE- TERMINAL 30 (CAMPUS),88250,C,Entertainment/Public Assembly,Services,Office,2040.0,7722.6471,0.08750874900849859,0.12094462890625,0.08750874900849859,7722.6471,Yes,220625.0
145,257,HARBOR ISLAND WAREHOUSE - KING COUNTY,169225,B,Non-Refrigerated Warehouse,,,2040.0,768.0563999999999,0.00453866981828926,0.06730224609375,0.00453866981828926,768.0563999999999,Yes,423062.5
146,261,BOEING SOUTH PARK CAMPUS REPORT,318991,A,Office,Laboratory,Other,2040.0,427257.2057,1.3394020699643563,0.3498968994140625,0.3498968994140625,111613.96184099121,No,797477.5
147,263,THORNTON CINEMA BUILDING & PARKING GARAGE,80641,C,,Entertainment/Public Assembly,Office,2040.0,136783.0887,1.6961978236877022,0.11860151367187498,0.11860151367187498,9564.144664013671,No,201602.5
148,264,TRIBECA CONDOS & STORE,154625,B,Multifamily Housing,,,2040.0,7673.6862,0.0496277199676637,0.1146630859375,0.0496277199676637,7673.686199999999,Yes,386562.5
149,265,2024 THIRD AVE/YWCA,121994,B,Multifamily Housing,Office,Hotel,2040.0,279546.86230000004,2.2914804195288294,0.11603405761718752,0.11603405761718752,14155.458824951174,No,304985.0
150,267,PINE ST. CONDO-ELLIOTT GRAND HYATT SEATTLE,545236,A,Hotel,,Restaurant,2040.0,1458144.2736,2.6743360188982384,0.26048461914062504,0.26048461914062504,142025.59180175784,No,1363090.0
151,268,SWEDISH MEDICAL CENTER CHERRY HILL - CAMPUS,601615,A,Hospital,,,2040.0,4441582.8927,7.382766208788012,0.52595458984375,0.52595458984375,316422.1705688476,No,1504037.5
152,273,HIGHLAND PARK SCHOOL (SPS-DISTRICT),71714,C,K-12 School,,,2040.0,54764.4451,0.7636506832696545,0.09970703125,0.09970703125,7150.390039062499,No,179285.0
153,274,PUBLIC STORAGE (STORE 27020),67236,C,Self-Storage Facility,,,2040.0,4111.1561,0.061145161818073654,0.0249267578125,0.0249267578125,1675.97548828125,No,168090.0
154,276,HARBORVIEW MEDICAL CENTER - Campus,1355488,A,Hospital,,,2040.0,3498765.8755,2.5811854295279635,0.52595458984375,0.52595458984375,712925.1350781249,No,3388720.0
155,278,ID VILLAGE SQUARE 1,98581,B,Senior Living Community,Office,K-12 School,2040.0,120634.112,1.223705501060042,0.151006298828125,0.151006298828125,14886.35194477539,No,246452.5
156,279,WEST SEATTLE HIGH SCHOOL (SPS-DISTRICT),208981,B,K-12 School,,,2040.0,207637.2334,0.9935699101832224,0.09970703125,0.09970703125,20836.875097656248,No,522452.5
157,280,THE WINTONIA,50350,C,Multifamily Housing,,,2040.0,0.0,0.0,0.1146630859375,0.0,0.0,Yes,125875.0
158,281,UNIVERSITY HTS CENTER,55500,C,Entertainment/Public Assembly,,,2040.0,70692.5067,1.2737388594594594,0.129619140625,0.129619140625,7193.862304687499,No,138750.0
159,282,HOTEL DECA,106860,B,Hotel,,,2040.0,294508.7347,2.7560240941418677,0.22683349609375,0.22683349609375,24239.427392578124,No,267150.0
160,283,LAKE CITY CENTER,50759,C,Office,,,2040.0,2514.9969,0.04954780236017258,0.0648095703125,0.04954780236017258,2514.9969,Yes,126897.5
161,284,UNIV CONGREGATIONAL CHURCH,56772,C,Worship Facility,,,2040.0,88847.0888,1.5649807792573804,0.1221411132812499,0.1221411132812499,6934.195283203119,No,141930.0
162,285,UNIVERSITY PRESBY CHURCH,87250,C,Worship Facility,,,2040.0,169275.2716,1.9401177260744986,0.1221411132812499,0.1221411132812499,10656.812133789053,No,218125.0
163,286,ROOSEVELT HIGH (SPS-DISTRICT),274673,A,K-12 School,,,2040.0,213932.41830000002,0.7788622045122746,0.09970703125,0.09970703125,27386.829394531247,No,686682.5
164,287,BRYANT ELEMENTARY (SPS-DISTRICT),75174,C,K-12 School,,,2040.0,80814.6682,1.075034828531141,0.09970703125,0.09970703125,7495.376367187499,No,187935.0
165,289,FRANTZ H COE ELEMENTARY SCHOOL (SPS-DISTRICT),75214,C,K-12 School,,,2040.0,107644.4031,1.4311750884143908,0.09970703125,0.09970703125,7499.364648437499,No,188035.0
166,290,MADISON MIDDLE (SPS-DISTRICT),138502,B,K-12 School,,,2040.0,42068.904500000004,0.3037422167188922,0.09970703125,0.09970703125,13809.6232421875,No,346255.0
167,291,THURGOOD MARSHALL (SPS-DISTRICT),65310,C,K-12 School,,,2040.0,1870.4493,0.028639554432705557,0.09970703125,0.028639554432705557,1870.4493,Yes,163275.0
168,292,"MARSHALL, JOHN (SPS-DISTRICT)",92437,B,K-12 School,,,2040.0,276044.3512,2.986297166718954,0.09970703125,0.09970703125,9216.61884765625,No,231092.5
169,293,ACT THEATER,128766,B,Entertainment/Public Assembly,Other,Office,2040.0,34465.9696,0.26766358821428016,0.13535229492187498,0.13535229492187498,17428.773607910152,No,321915.0
170,294,YWCA Women's Residence,101645,B,Residence Hall/Dormitory,Office,Retail Store,2040.0,71579.55040000001,0.7042112292783709,0.10391965332031243,0.10391965332031243,10562.913161743158,No,254112.5
171,295,CENTURYLINK: 3RD AVE 3-D,203000,B,Other,,,2040.0,49518.307799999995,0.24393255073891623,0.21935546875,0.21935546875,44529.16015625,No,507500.0
172,296,COOPER SCHOOL ARTIST'S LOFTS,56617,C,Multifamily Housing,,,2040.0,39479.5664,0.6973094017697865,0.1146630859375,0.1146630859375,6491.879936523438,No,141542.5
173,300,CLEVELAND HIGH SCHOOL (SPS-DISTRICT),204961,B,K-12 School,,,2040.0,238658.3902,1.1644087909407155,0.09970703125,0.09970703125,20436.052832031248,No,512402.5
174,302,WA ARMY NAT'L GUARD,77810,C,Other,,,2040.0,122398.4661,1.5730428749518057,0.21935546875,0.21935546875,17068.0490234375,No,194525.0
175,313,ELLIOTT PARK BUILDING,151254,B,Laboratory,Office,,2040.0,399246.121,2.6395739682917476,0.380133056640625,0.380133056640625,57496.6453491211,No,378135.0
176,314,EDGEWATER INN,122309,B,Hotel,,,2040.0,1369655.5586,11.198321943601862,0.22683349609375,0.22683349609375,27743.778073730467,No,305772.5
177,315,PORT OF SEATTLE  BELL HARBOR COMPLEX  & CONFERENCE - CAMPUS,215875,B,Entertainment/Public Assembly,Entertainment/Public Assembly,Restaurant,2040.0,1168307.249,5.41196177880718,0.16730839843749998,0.16730839843749998,36117.70051269531,No,539687.5
178,317,SEATTLE AQUARIUM,69400,C,Entertainment/Public Assembly,,,2040.0,244639.8424,3.525069775216138,0.129619140625,0.129619140625,8995.568359375,No,173500.0
179,318,PIER 54,65749,C,Restaurant,Other,Retail Store,2040.0,401671.20509999996,6.109160673166131,0.3978061279296875,0.3978061279296875,26155.355105249022,No,164372.5
180,320,BMW SEATTLE - SERVICE CENTER,203504,B,Non-Refrigerated Warehouse,Services,,2040.0,3062.1014999999998,0.015046886056293732,0.08539907226562501,0.015046886056293732,3062.1014999999998,Yes,508760.0
181,322,KIRO RADIO & TELEVISION,100734,B,Office,,,2040.0,9054.2538,0.08988279826076598,0.0648095703125,0.0648095703125,6528.527255859374,No,251835.0
182,323,GRANGE OFFICE PLAZA,62108,C,Office,,,2040.0,48518.0801,0.7811888983705803,0.0648095703125,0.0648095703125,4025.1927929687495,No,155270.0
183,324,FOURTH & BATTERY BUILDING,207460,B,Office,Laboratory,,2040.0,48374.300299999995,0.2331741072977923,0.153100146484375,0.153100146484375,31762.156389648437,No,518650.0
184,325,WESTLAKE MALL RETAIL PORTION,111077,B,Retail Store,,,2040.0,99068.3845,0.8918892705060454,0.0947216796875,0.0947216796875,10521.400014648438,No,277692.5
185,326,WESTLAKE TOWER,392829,A,Office,,,2040.0,20248.0173,0.05154410010462568,0.0648095703125,0.05154410010462568,20248.0173,Yes,982072.5
186,327,NORDSTROM DOWNTOWN,693450,A,Retail Store,Office,,2040.0,158325.1484,0.2283151610065614,0.0803638671875,0.0803638671875,55728.323701171874,No,1733625.0
187,328,CENTURYLINK: SEATTLE BELL PLAZA,547107,A,Office,,Entertainment/Public Assembly,2040.0,39177.305700000004,0.07160812363943435,0.06675385742187499,0.06675385742187499,36521.50267250976,No,1367767.5
188,329,1700 SEVENTH BUILDING,551798,A,Office,,Restaurant,2040.0,121458.83979999999,0.2201146792848107,0.07552807617187499,0.07552807617187499,41676.24137548827,No,1379495.0
189,330,LLOYD BUILDING,51447,C,Office,Retail Store,,2040.0,60293.1533,1.1719469220751453,0.0683990234375,0.0683990234375,3518.9245587890623,No,128617.5
190,331,TOWER BLDG,173770,B,Office,Entertainment/Public Assembly,Retail Store,2040.0,133562.7112,0.7686177775220118,0.07368349609375,0.07368349609375,12803.981116210936,No,434425.0
191,332,TIMES SQUARE BUILDING (THE VANCE CORPORATION),61533,C,Office,Retail Store,,2040.0,3152.0627999999997,0.05122556676905075,0.0695955078125,0.05122556676905075,3152.0627999999997,Yes,153832.5
192,333,PLAZA 600 BUILDING,226454,A,Office,,,2040.0,275591.8489,1.2169882135003134,0.0648095703125,0.0648095703125,14676.386435546874,No,566135.0
193,336,1918 EIGHTH AVE,743562,A,Office,,,2040.0,31867.7824,0.042858271939663406,0.0648095703125,0.042858271939663406,31867.7824,Yes,1858905.0
194,337,1800 9TH AVENUE BUILDING,329975,A,Office,,Recreation,2040.0,17279.4576,0.052365959845442844,0.080962109375,0.052365959845442844,17279.4576,Yes,824937.5
195,339,BRODERICK BUILDING,90925,B,Office,Retail Store,,2040.0,13071.7646,0.14376425185592523,0.06869814453124999,0.06869814453124999,6246.378791503906,No,227312.5
196,340,PIONEER BUILDING,78647,C,Office,,,2040.0,4144.3497,0.05269558533701221,0.0648095703125,0.05269558533701221,4144.3497,Yes,196617.5
197,341,DEXTER HORTON BUILDING,388934,A,Office,,,2040.0,52203.7751,0.1342227089943281,0.0648095703125,0.0648095703125,25206.64541992187,No,972335.0
198,342,EXCHANGE BUILDING,399654,A,Office,Other,Other,2040.0,11907.2295,0.029793845426293743,0.0771732421875,0.029793845426293743,11907.2295,Yes,999135.0
199,343,NORTON BUILDING,247161,A,Office,,,2040.0,11116.084499999999,0.0449750749511452,0.0648095703125,0.0449750749511452,11116.084499999999,Yes,617902.5
200,345,999 THIRD AVE,1088855,A,Office,,,2040.0,34985.3175,0.032130373190186017,0.0648095703125,0.032130373190186017,34985.3175,Yes,2722137.5
201,346,1000 2ND AVENUE BUILDING,482125,A,Office,,Entertainment/Public Assembly,2040.0,17536.469399999998,0.03637328369198859,0.06610576171874999,0.03637328369198859,17536.469399999998,Yes,1205312.5
202,348,1101 SECOND AVE OFFICE BUILDING,87315,C,Office,,,2040.0,4157.6633999999995,0.04761682872358701,0.0648095703125,0.04761682872358701,4157.6633999999995,Yes,218287.5
203,349,2ND & SENECA BLDS,522667,A,Office,,,2040.0,18994.392,0.03634128804764793,0.0648095703125,0.03634128804764793,18994.392,Yes,1306667.5
204,350,SECOND AND SPRING BUILDING,107586,B,Office,,,2040.0,136068.76789999998,1.2647441851170225,0.0648095703125,0.0648095703125,6972.602431640625,No,268965.0
205,351,1111 3RD AVE BUILDING,574358,A,Office,,,2040.0,43080.9242,0.07500709348524788,0.0648095703125,0.0648095703125,37223.89518554687,No,1435895.0
206,352,ABRAHAM LINCOLN BUILDING,182540,B,Office,,,2040.0,77789.5389,0.42615064588583323,0.0648095703125,0.0648095703125,11830.33896484375,No,456350.0
207,353,SAFECO PLAZA / 1001 FOURTH AVENUE,907746,A,Office,,Supermarket/Grocery Store,2040.0,389278.5996,0.4288408867678844,0.06780078125,0.06780078125,61545.887976562495,No,2269365.0
208,354,FOURTH & MADISON ( IDX TOWER),867759,A,Office,,Office,2040.0,37473.525,0.04318425392303624,0.0648095703125,0.04318425392303624,37473.525,Yes,2169397.5
209,355,901 FIFTH AVENUE,599584,A,Office,,Retail Store,2040.0,66842.9034,0.11148213327907348,0.06570693359375,0.06570693359375,39396.826071875,No,1498960.0
210,356,CENTRAL BUILDING,241198,A,Office,Retail Store,Non-Refrigerated Warehouse,2040.0,50452.0581,0.20917278791698107,0.06849873046874999,0.06849873046874999,16521.75679160156,No,602995.0
211,357,SEATTLE MUNICIPAL TOWER,1222878,A,Office,,,2040.0,45857.7094,0.03749982369459586,0.0648095703125,0.03749982369459586,45857.7094,Yes,3057195.0
212,358,SEATTLE JUSTICE CENTER,298278,A,Other,,,2040.0,252696.8963,0.8471858343558694,0.21935546875,0.21935546875,65428.9105078125,No,745695.0
213,359,CITY HALL,184042,B,Office,,,2040.0,278269.9078,1.5119913269797112,0.0648095703125,0.0648095703125,11927.682939453123,No,460105.0
214,360,CHINOOK BLDG - KING COUNTY,282144,A,Office,,Entertainment/Public Assembly,2040.0,196974.6159,0.6981350512504253,0.06610576171874999,0.06610576171874999,18651.344034374997,No,705360.0
215,361,YESLER BUILDING - KING COUNTY,96582,B,Office,,,2040.0,71200.4493,0.7372020593899483,0.0648095703125,0.0648095703125,6259.437919921875,No,241455.0
216,363,UNIVERSITY BOOK STORE,89200,C,Retail Store,,,2040.0,43882.114799999996,0.49195195964125554,0.0947216796875,0.0947216796875,8449.173828125,No,223000.0
217,364,UW TOWER BLDG COMPLEX,474546,A,Office,,,2040.0,27100.8819,0.057109072460836255,0.0648095703125,0.057109072460836255,27100.8819,Yes,1186365.0
218,366,UNIVERSITY DISTRICT BUILDING,81071,C,Office,,,2040.0,123358.31999999999,1.521608466652687,0.0648095703125,0.0648095703125,5254.1766748046875,No,202677.5
219,367,4311 11th Avenue NE,95943,B,Office,,,2040.0,2796.3278999999998,0.02914572089678246,0.0648095703125,0.02914572089678246,2796.3278999999998,Yes,239857.5
220,368,4300 ROOSEVELT,145754,B,Office,,,2040.0,5096.862,0.034968933957215585,0.0648095703125,0.034968933957215585,5096.862,Yes,364385.0
221,369,SEATTLE VAULT SELF STORAGE,93660,B,Self-Storage Facility,,,2040.0,569.3031,0.006078401665598975,0.0249267578125,0.006078401665598975,569.3031,Yes,234150.0
222,370,METROPOLITAN PARK I  (WEST) OFFICE BLDG,373060,A,Office,,,2040.0,31484.2065,0.08439448480137243,0.0648095703125,0.0648095703125,24177.85830078125,No,932650.0
223,371,METROPOLITAN PARK NORTH BUILDING,204582,B,,Office,Recreation,2040.0,14643.8121,0.07157918145291374,0.11595927734375001,0.07157918145291374,14643.8121,Yes,511455.0
224,372,METROPOLITAN PARK EAST,411716,A,Office,,Restaurant,2040.0,44892.004700000005,0.10903633742676992,0.0701688232421875,0.0701688232421875,28889.627229980466,No,1029290.0
225,373,FOURTH & BLANCHARD BUILDING,429173,A,Office,,,2040.0,18824.7195,0.04386277678232321,0.0648095703125,0.04386277678232321,18824.7195,Yes,1072932.5
226,374,3005 1ST AVE BUILDING,69810,C,Laboratory,,Office,2040.0,74821.10209999999,1.0717820097407247,0.44319775390625,0.44319775390625,30939.635200195313,No,174525.0
227,375,THIRD AND BROAD BLDG,280922,A,Office,,,2040.0,11367.8253,0.04046612689643389,0.0648095703125,0.04046612689643389,11367.825300000002,Yes,702305.0
228,376,5TH & BELL BUILDING,201664,B,Office,,Services,2040.0,9513.2682,0.04717385453030784,0.0648095703125,0.04717385453030784,9513.2682,Yes,504160.0
229,377,SIXTH & WALL BUILDING (521 WALL ST),146157,B,Office,,,2040.0,21251.5567,0.14540225031986154,0.0648095703125,0.0648095703125,9472.372368164062,No,365392.5
230,379,3101 WESTERN (FORMERLY AIRBORNE BLDG),162262,B,Office,,,2040.0,33814.575,0.20839491069997904,0.0648095703125,0.0648095703125,10516.130498046874,No,405655.0
231,381,QFC HOLMAN ROAD,61666,C,Supermarket/Grocery Store,,,2040.0,316007.1519,5.124495701034606,0.3639306640624999,0.3639306640624999,22442.14833007812,No,154165.0
232,382,COLLINS BUILDING,50100,C,Office,Other,Restaurant,2040.0,13925.0819,0.277945746506986,0.133956396484375,0.133956396484375,6711.215463867187,No,125250.0
233,383,SMITH TOWER,270883,A,Office,Retail Store,Restaurant,2040.0,337615.6543,1.246352315575359,0.07612631835937499,0.07612631835937499,20621.325496142574,No,677207.5
234,384,DAWN FOOD PRODUCTS,128800,B,Non-Refrigerated Warehouse,Other,,2040.0,77802.0068,0.6040528478260869,0.0779459716796875,0.0779459716796875,10039.44115234375,No,322000.0
235,385,SKINNER BLDG,226061,A,Office,Entertainment/Public Assembly,Retail Store,2040.0,73329.124,0.32437759719721665,0.078519287109375,0.078519287109375,17750.148563232422,No,565152.5
236,386,IBM BUILDING,263737,A,Office,,Restaurant,2040.0,185137.4998,0.7019777270538453,0.0808873291015625,0.0808873291015625,21332.98151525879,No,659342.5
237,387,PUGET SOUND PLAZA,298426,A,Office,,Other,2040.0,417797.5327,1.400003795580814,0.07099140625,0.07099140625,21185.6814015625,No,746065.0
238,388,RAINIER TOWER,477945,A,Office,,,2040.0,40747.6737,0.08525598907824122,0.0648095703125,0.0648095703125,30975.41008300781,No,1194862.5
