,OSEBuildingID,BuildingName,Total_sqft,sq_ft_classification,LargestPropertyUseType OSE,SecondLargestPropertyUseType OSE,ThirdLargestPropertyUseType OSE,year,expected_baseline,expected_baseline_ghgi,city_ghgi_target,compliant_ghgi,compliant_emissions,compliance_status,compliance_fees
0,1,MAYFLOWER PARK HOTEL,88434,C,Hotel,,,2040.0,133293.18,1.5072616866815929,0.28904052734375,0.28904052734375,25561.00999511719,No,221085.0
1,2,PARAMOUNT HOTEL,88502,C,Hotel,,Restaurant,2040.0,270805.81779999996,3.059883593591105,0.31286254882812503,0.31286254882812503,27688.961296386722,No,221255.0
2,3,WESTIN HOTEL (Parent Building),756493,A,Hotel,,Recreation,2040.0,741315.8217,0.9799374504456749,0.28904052734375,0.28904052734375,218657.1356518555,No,1891232.5
3,5,HOTEL MAX,61320,C,Hotel,,,2040.0,166985.1243,2.7231755430528377,0.28904052734375,0.28904052734375,17723.96513671875,No,153300.0
4,8,WARWICK SEATTLE HOTEL,123445,B,Hotel,,Recreation,2040.0,557705.8095,4.517848511482846,0.28904052734375,0.28904052734375,35680.60789794922,No,308612.5
5,9,WEST PRECINCT (SEATTLE POLICE),50755,C,Fire/Police Station,,,2040.0,300101.14739999996,5.91274056546153,0.317626953125,0.317626953125,16121.156005859375,No,126887.5
6,10,CAMLIN WORLDMARK HOTEL,81352,C,Hotel,,,2040.0,178617.6213,2.1956143831743535,0.28904052734375,0.28904052734375,23514.024980468752,No,203380.0
7,11,PARAMOUNT THEATER,102761,B,Entertainment/Public Assembly,,,2040.0,102152.3111,0.9940766545673944,0.165166015625,0.165166015625,16972.624931640625,No,256902.5
8,12,COURTYARD BY MARRIOTT - PIONEER SQ,163984,B,Hotel,,,2040.0,431467.8403,2.631158163601327,0.28904052734375,0.28904052734375,47398.02183593751,No,409960.0
9,13,LYON BUILDING,61282,C,Multifamily Housing,Retail Store,Office,2040.0,109127.6164,1.780745021376587,0.134165625,0.134165625,8221.937831250001,No,153205.0
10,15,HOTEL MONACO,154723,B,Hotel,,,2040.0,390097.24049999996,2.5212621297415376,0.28904052734375,0.28904052734375,44721.21751220703,No,386807.5
11,16,W SEATTLE HOTEL,292079,A,Hotel,,,2040.0,350435.99679999996,1.1997986736465134,0.28904052734375,0.28904052734375,84422.66818603517,No,730197.5
12,17,EXECUTIVE PACIFIC PLAZA,65009,C,Hotel,,,2040.0,138546.2928,2.1311863403528744,0.28904052734375,0.28904052734375,18790.235642089847,No,162522.5
13,18,CROWNE PLAZA,295511,A,Hotel,,,2040.0,518219.5644,1.7536388303650285,0.28904052734375,0.28904052734375,85414.65527587892,No,738777.5
14,19,HOTEL VINTAGE PARK,67390,C,Hotel,,,2040.0,203717.8595,3.0229686822970767,0.28904052734375,0.28904052734375,19478.441137695314,No,168475.0
15,21,SEATTLE CENTRAL LIBRARY,364913,A,Services,,,2040.0,32889.3534,0.09012930040859055,0.190576171875,0.09012930040859055,32889.3534,Yes,912282.5
16,22,DOWNTOWN SEATTLE YMCA,103911,B,Recreation,Office,Hotel,2040.0,215566.1299,2.074526565041237,0.30562065429687496,0.30562065429687496,31757.347808642575,No,259777.5
17,23,RENAISSANCE MADISON HOTEL,348329,A,Hotel,,,2040.0,733312.5504999999,2.1052296837185533,0.28904052734375,0.28904052734375,100681.1978491211,No,870822.5
18,24,RAINIER CLUB (HISTORICAL LANDMARK),41688,D,Entertainment/Public Assembly,Restaurant,Office,2040.0,176957.5716,4.2448083765112266,0.3666367919921875,0.3666367919921875,15284.354584570314,No,104220.0
19,25,DOUBLE TREE ARCTIC CLUB HOTEL - SEATTLE,104352,B,Hotel,,,2040.0,106713.4577,1.0226297311024226,0.28904052734375,0.28904052734375,30161.957109375002,No,260880.0
20,26,KING COUNTY COURTHOUSE,501287,A,Other,,,2040.0,1259905.8634,2.5133423835048583,0.27951171875,0.27951171875,140115.59095703127,No,1253217.5
21,27,KING COUNTY CORRECTIONAL FACILITY,339315,A,Other,,,2040.0,1705764.0155,5.0270810765807585,0.27951171875,0.27951171875,94842.51884765626,No,848287.5
